From Date,PM10,PM2.5,RH,WS,WD,Temp
14-02-2023 05:00,168.5,48.5,68.25,0.42,183.5,
14-02-2023 06:00,135.5,38,66.5,0.3,183.25,
14-02-2023 07:00,166,42.5,61.25,0.35,179.25,
14-02-2023 08:00,238.5,52.75,39.75,0.3,112.25,
14-02-2023 09:00,194.75,38.5,24.5,0.95,113.5,
14-02-2023 10:00,96.5,24.75,19.25,1.6,104,
14-02-2023 11:00,48.25,21.25,19,1.52,95.5,
14-02-2023 12:00,51,13,19.75,1.45,120.25,
14-02-2023 13:00,47.25,12.5,21.25,1.45,115,
14-02-2023 14:00,45.5,11.75,20.5,1.1,118.25,
14-02-2023 15:00,45.25,14,19.25,1.12,120.75,
14-02-2023 16:00,44.75,13.5,22.75,1.45,87,
14-02-2023 17:00,61.75,13.25,26.25,1.4,79,
14-02-2023 18:00,82.75,20.25,30.5,0.33,53.5,
14-02-2023 19:00,148,34.5,39.75,0.3,215.5,
14-02-2023 20:00,251.75,51.25,46.75,0.3,348,
14-02-2023 21:00,331.75,65.25,53.5,0.3,207.75,
14-02-2023 22:00,367.5,78.5,57.75,0.3,140,
14-02-2023 23:00,377.75,81.5,62,0.3,136.75,
15-02-2023 00:00,393.25,84.5,66.25,0.3,136,
15-02-2023 01:00,362,81.75,70,0.3,136,
15-02-2023 02:00,342,80.5,71.25,0.3,136,
15-02-2023 03:00,262.75,59.25,72.75,0.3,136,
15-02-2023 04:00,243,56.75,77.5,0.3,206.75,
15-02-2023 05:00,267.25,62.5,81,0.3,207,
15-02-2023 06:00,249.5,57.5,81.75,0.3,202.5,
15-02-2023 07:00,287.25,66,79,0.3,182.5,
15-02-2023 08:00,325.5,69,51,0.3,182,
15-02-2023 09:00,301.5,61.75,32,0.65,149,
15-02-2023 10:00,192.5,36.75,25.5,1.2,111.75,
15-02-2023 11:00,111.25,24.25,22,1.43,94.25,
15-02-2023 12:00,76,15.75,21.5,1.7,99.5,
15-02-2023 13:00,66.25,14.5,22.75,1.75,93,
15-02-2023 14:00,66.5,13,25.5,1.65,156.25,
15-02-2023 15:00,74.5,12.75,25.5,1.48,133.75,
15-02-2023 16:00,74.5,13.5,27.25,1.4,95.25,
15-02-2023 17:00,73.5,18,29.75,0.88,75.25,
15-02-2023 18:00,102.75,22,34.75,0.33,295.5,
15-02-2023 19:00,184,40.5,43.5,0.3,204.5,
15-02-2023 20:00,258.75,58.25,50.75,0.3,137,
15-02-2023 21:00,266,55.5,54.25,0.3,137,
15-02-2023 22:00,279.75,60.25,58,0.3,137,
15-02-2023 23:00,258.75,55,64.25,0.3,137,
16-02-2023 00:00,308.75,70.5,67,0.3,153,
16-02-2023 01:00,361,86.25,70,0.3,207.75,
16-02-2023 02:00,314,71.25,74.5,0.3,225,
16-02-2023 03:00,254.75,58.75,77.75,0.3,225,
16-02-2023 04:00,226,53.25,79.75,0.3,224.25,
16-02-2023 05:00,212.25,49.25,79.5,0.3,198.5,
16-02-2023 06:00,209.25,53.5,80.75,0.3,207.75,
16-02-2023 07:00,216.25,55.5,70.25,0.3,228.25,
16-02-2023 08:00,200.25,53.25,42.25,0.3,236.25,
16-02-2023 09:00,154,42.75,36,0.7,210.75,
16-02-2023 10:00,154.25,44.75,29.75,1.12,180.25,
16-02-2023 11:00,108,37.5,25.25,1.6,110.25,
16-02-2023 12:00,72.25,17.75,23.75,1.8,168,
16-02-2023 13:00,65.5,17,23,1.9,155,
16-02-2023 14:00,69.25,16.5,21.75,1.97,136.5,
16-02-2023 15:00,65.75,18,23,1.65,118.75,
16-02-2023 16:00,65.5,25.25,24,1.4,172,
16-02-2023 17:00,78,21.5,26.25,0.85,239.5,
16-02-2023 18:00,94.25,28.5,32.25,0.35,315.25,
16-02-2023 19:00,146.75,39.75,41,0.3,327.75,
16-02-2023 20:00,226.75,53.25,46.75,0.3,251,
16-02-2023 21:00,282,62.5,52.5,0.3,71.75,
16-02-2023 22:00,358.75,78.75,57.75,0.3,270.5,
16-02-2023 23:00,462.75,100.75,63,0.3,244.5,
17-02-2023 00:00,367.75,85.25,66.25,0.3,191.5,
17-02-2023 01:00,320.75,75.25,71.25,0.3,189,
17-02-2023 02:00,294.25,69,74.5,0.3,178.75,
17-02-2023 03:00,276.5,66,76.75,0.3,158.25,
17-02-2023 04:00,259,65.5,79.25,0.3,158,
17-02-2023 05:00,233.25,62,79.25,0.3,158,
17-02-2023 06:00,215,56.25,79.75,0.3,165.25,
17-02-2023 07:00,231.75,61,74,0.3,107,
17-02-2023 08:00,282,65.75,46,0.68,91.75,
17-02-2023 09:00,151.75,39.25,36.5,1.48,100,
17-02-2023 10:00,91.5,31,31,1.3,89.75,
17-02-2023 11:00,101.5,42.5,26.25,1.32,98.25,
17-02-2023 12:00,73,20.5,25.5,2.02,90,
17-02-2023 13:00,74,13.5,24.5,1.8,94.5,
17-02-2023 14:00,77.5,14.75,24.75,1.73,107.75,
17-02-2023 15:00,77.5,14.75,25.75,1.85,133,
17-02-2023 16:00,71.75,16,27,1.5,125.75,
17-02-2023 17:00,68.25,14.25,29.25,1.15,101.25,
17-02-2023 18:00,83,23.25,33.75,0.4,59.75,
17-02-2023 19:00,144.5,42,40.5,0.3,99,
17-02-2023 20:00,212,53.25,47,0.33,56.5,
17-02-2023 21:00,233.25,59.75,49,0.3,41.75,
17-02-2023 22:00,196.5,54,48.5,0.3,31,
17-02-2023 23:00,141,38.75,53,0.3,26,
18-02-2023 00:00,149.5,38,59.5,0.3,26,
18-02-2023 01:00,144.5,38.75,63,0.3,25.75,
18-02-2023 02:00,140,42,66.25,0.3,32,
18-02-2023 03:00,155.5,44.25,67.5,0.3,218,
18-02-2023 04:00,146.5,43.25,71.75,0.3,218,
18-02-2023 05:00,146,46.75,75.25,0.3,212.5,
18-02-2023 06:00,169.25,48.75,76,0.3,216.25,
18-02-2023 07:00,198.5,57,67.75,0.3,133.25,
18-02-2023 08:00,170.25,51.5,46.75,0.97,86.5,
18-02-2023 09:00,118.75,33,43.75,1.23,87,
18-02-2023 10:00,95.75,34.25,42,1.67,89.25,
18-02-2023 11:00,88.25,50.5,35.5,1.75,105.5,
18-02-2023 12:00,73.25,32,31.25,1.6,123.25,
18-02-2023 13:00,62.25,25.75,29.25,1.5,110.5,
18-02-2023 14:00,63.25,26,27.25,1.62,104.25,
18-02-2023 15:00,64,29,24.25,1.43,101,
18-02-2023 16:00,None,None,25.25,1.1,108,
18-02-2023 17:00,77.5,29,31.25,0.67,83.5,
18-02-2023 18:00,85.5,29.25,35.75,0.4,117.5,
18-02-2023 19:00,107.5,32.5,41.75,0.3,95.75,
18-02-2023 20:00,172.5,44.75,49.5,0.3,290.25,
18-02-2023 21:00,256,64.25,54.5,0.3,273.5,
18-02-2023 22:00,308.25,80.5,58.75,0.3,286,
18-02-2023 23:00,284,79.75,60.75,0.3,213.75,
19-02-2023 00:00,251,73.5,63.5,0.3,147.5,
19-02-2023 01:00,238.5,73.5,65.5,0.3,215.5,
19-02-2023 02:00,228,69.25,66.75,0.3,231.75,
19-02-2023 03:00,220.25,69,69,0.3,254,
19-02-2023 04:00,184.75,62.25,71,0.3,161.25,
19-02-2023 05:00,152.5,53,76.5,0.3,156.75,
19-02-2023 06:00,169.5,58.75,80.25,0.3,206.5,
19-02-2023 07:00,187.75,60.5,75.75,0.33,169.25,
19-02-2023 08:00,198,63,54.25,0.48,140.5,
19-02-2023 09:00,145.25,45.5,36.75,0.68,135.75,
19-02-2023 10:00,96.25,34.25,28,0.97,121,
19-02-2023 11:00,69.25,21.75,24.75,1.38,99,
19-02-2023 12:00,51.75,17.25,21.5,1.05,111.5,
19-02-2023 13:00,33.25,13,19.25,1.15,123.5,
19-02-2023 14:00,34.25,9.75,18.75,1.12,121.25,
19-02-2023 15:00,34.5,16,18,1.27,110.25,
19-02-2023 16:00,34.75,12,20.25,1.45,109.75,
19-02-2023 17:00,43.25,18.5,24.5,1.12,107.5,
19-02-2023 18:00,65,23.75,30.5,0.38,58.75,
19-02-2023 19:00,119.75,38.25,40.5,0.3,10.75,
19-02-2023 20:00,175.25,51.25,44.5,0.3,29.75,
19-02-2023 21:00,180.25,62,48,0.35,123,
19-02-2023 22:00,200.25,63.5,47.5,0.3,119,
19-02-2023 23:00,183.25,57,52,0.3,128.75,
20-02-2023 00:00,143.5,49.5,54.25,0.3,128.5,
20-02-2023 01:00,124.75,43.75,58.5,0.3,129.75,
20-02-2023 02:00,116,40,61,0.3,132,
20-02-2023 03:00,135.75,41.5,64.5,0.3,185.5,
20-02-2023 04:00,130,44.5,66.75,0.32,204.5,
20-02-2023 05:00,110.25,36.25,61.25,0.38,168.75,
20-02-2023 06:00,74.75,26.5,62.75,0.3,157.25,
20-02-2023 07:00,93,31.5,52.75,0.33,157,
20-02-2023 08:00,99,32,40,0.52,157.75,
20-02-2023 09:00,104,29.25,31.5,0.68,189.75,
20-02-2023 10:00,85.25,29.25,24.5,0.75,228,
20-02-2023 11:00,58.5,24.75,20.25,0.95,207,
20-02-2023 12:00,41.75,20.25,19,1,219.75,
20-02-2023 13:00,50,26,18.75,1.12,243.25,
20-02-2023 14:00,48.75,23.25,17.75,1.25,238,
20-02-2023 15:00,44.75,23,18,1.12,232.5,
20-02-2023 16:00,47.25,21.75,20,0.97,247.75,
20-02-2023 17:00,54.75,26.5,20.25,0.65,250.5,
20-02-2023 18:00,61.75,26.75,24.75,0.3,284,
20-02-2023 19:00,129.75,40.5,33.25,0.35,145.5,
20-02-2023 20:00,217.25,66,38.25,0.3,190.5,
20-02-2023 21:00,218.75,62.5,40,0.3,182.5,
20-02-2023 22:00,183,59,44.25,0.3,235.5,
20-02-2023 23:00,230.25,72.5,43.25,0.3,239.75,
21-02-2023 00:00,142.75,49.75,45.75,0.3,193.25,
21-02-2023 01:00,123.5,47.25,45.75,0.3,200.75,
21-02-2023 02:00,108.75,42.75,53.5,0.3,164.25,
21-02-2023 03:00,123.5,44,59.5,0.3,168.75,
21-02-2023 04:00,123.75,42,57.75,0.3,164.5,
21-02-2023 05:00,119.75,44.5,58.75,0.43,166.25,
21-02-2023 06:00,119.5,43.25,56.5,0.4,179.25,
21-02-2023 07:00,131.75,46.25,54.5,0.33,167,
21-02-2023 08:00,174,54.5,37,0.43,228.5,
21-02-2023 09:00,184.25,53.75,27,0.88,262.25,
21-02-2023 10:00,115.5,35,26,1.48,264.25,
21-02-2023 11:00,86,26.25,25,1.5,259.5,
21-02-2023 12:00,81.75,26,20.75,1.85,262.25,
21-02-2023 13:00,70.5,21.25,14.75,1.9,263.25,
21-02-2023 14:00,49.25,16,14,1.95,264.5,
21-02-2023 15:00,54.75,16.25,15,2.05,267,
21-02-2023 16:00,62.25,19.5,14.75,2.15,271.75,
21-02-2023 17:00,69.75,26.5,16.75,1.75,277.25,
21-02-2023 18:00,77.75,26.5,18.25,1.3,264,
21-02-2023 19:00,94.5,30,19.75,1.3,276.75,
21-02-2023 20:00,96.5,29.5,26,0.3,302.5,
21-02-2023 21:00,105,35.5,25,0.48,283,
21-02-2023 22:00,98.5,32.5,28.5,0.3,241.75,
21-02-2023 23:00,94.5,35.5,32.5,0.3,232.25,
22-02-2023 00:00,84.75,30.5,35,0.35,203.75,
22-02-2023 01:00,82.5,30.75,39.25,0.3,205.25,
22-02-2023 02:00,94.5,35.25,42.75,0.32,216.75,
22-02-2023 03:00,88.25,32.25,37,0.8,285.25,
22-02-2023 04:00,79.25,30,38.5,0.38,303.25,
22-02-2023 05:00,67.75,28,42.75,0.3,294.25,
22-02-2023 06:00,74.75,24.75,49.75,0.3,227.25,
22-02-2023 07:00,105.75,34.25,45.75,0.35,266.5,
22-02-2023 08:00,126.75,37.75,38.5,0.78,282,
22-02-2023 09:00,107.25,32.75,36.25,1.35,267.25,
22-02-2023 10:00,68,21,36.25,1.02,228.75,
22-02-2023 11:00,62.75,23,30.5,0.97,231.75,
22-02-2023 12:00,55.5,19.25,26.75,0.98,209.75,
22-02-2023 13:00,52.5,15,23.25,1.57,266,
22-02-2023 14:00,48.75,10.5,23.75,1.38,248.25,
22-02-2023 15:00,51.25,15.25,25.5,1.27,252.75,
22-02-2023 16:00,53.5,16.75,28.25,1.2,236.5,
22-02-2023 17:00,60.5,19.75,31.25,0.75,208.75,
22-02-2023 18:00,72.25,22.75,37.25,0.47,79,
22-02-2023 19:00,92.25,28.25,42.75,0.3,82,
22-02-2023 20:00,136.75,42.75,45.75,0.4,171.75,
22-02-2023 21:00,199,56.25,50.75,0.3,201.5,
22-02-2023 22:00,198.25,58.75,55.25,0.3,263,
22-02-2023 23:00,245.25,72.5,59,0.3,302.5,
23-02-2023 00:00,214.5,66.25,59.25,0.3,254.25,
23-02-2023 01:00,151.75,48.5,55.5,0.3,197,
23-02-2023 02:00,107.5,37,54.75,0.3,208,
23-02-2023 03:00,88.25,32,54.5,0.3,266.25,
23-02-2023 04:00,73.75,26,52.25,0.47,274.5,
23-02-2023 05:00,82,27,53.75,0.32,300,
23-02-2023 06:00,87.25,32,55.25,0.35,300.25,
23-02-2023 07:00,111.5,39.5,57.75,0.32,297.25,
23-02-2023 08:00,136.25,42.5,53.5,0.77,281.25,
23-02-2023 09:00,123,34.25,50.5,1.08,246.75,
23-02-2023 10:00,86.5,22.75,44.75,1.43,252.5,
23-02-2023 11:00,71.75,21.25,36.5,1.12,210,
23-02-2023 12:00,57,19.75,30,1.12,214,
23-02-2023 13:00,50.25,20,26,1.17,233.25,
23-02-2023 14:00,47.75,13,25.25,1.57,254.75,
23-02-2023 15:00,47.25,13,25.5,1.48,254.75,
23-02-2023 16:00,48.5,22,25.25,1.05,231.75,
23-02-2023 17:00,52,22.25,29,1.12,179.75,
23-02-2023 18:00,61.5,23.25,33.75,0.8,68.75,
23-02-2023 19:00,85,28,39.75,0.33,78.5,
23-02-2023 20:00,139,43.25,44.5,0.4,163.25,
23-02-2023 21:00,182.25,54.25,49,0.3,152.5,
23-02-2023 22:00,181.5,57.75,55,0.3,183.75,
23-02-2023 23:00,207.5,63.75,59.25,0.3,207.75,
24-02-2023 00:00,233.5,79.75,59.75,0.3,280,
24-02-2023 01:00,182.25,61,61.25,0.3,276.5,
24-02-2023 02:00,127,42,64.25,0.3,266.5,
24-02-2023 03:00,121,42.25,69.25,0.3,178.75,
24-02-2023 04:00,142,50.25,71,0.3,186.75,
24-02-2023 05:00,132.75,48,72,0.3,204.25,
24-02-2023 06:00,153,55,72.75,0.3,235.5,
24-02-2023 07:00,129.5,46.25,57.75,0.3,129.5,
24-02-2023 08:00,114.75,38,38.25,0.32,179.5,
24-02-2023 09:00,114.5,36.5,33.75,0.53,199.5,
24-02-2023 10:00,99,33.75,28,0.65,142.25,
24-02-2023 11:00,94,35.25,23,1.05,159.5,
24-02-2023 12:00,65.75,22.75,18.75,1,188,
24-02-2023 13:00,47.5,17.75,13.5,1.1,252.25,
24-02-2023 14:00,32.75,14,15,1.52,254,
24-02-2023 15:00,37.75,13.25,14.5,1.65,264.25,
24-02-2023 16:00,35.25,11.5,16,1.3,237.5,
24-02-2023 17:00,32.5,13,18.25,0.75,195.5,
24-02-2023 18:00,51,16.25,24.5,0.48,155.25,
24-02-2023 19:00,94.75,29.25,33.5,0.4,78.5,
24-02-2023 20:00,144,44,38.5,0.35,189.25,
24-02-2023 21:00,195.75,58,44.25,0.3,155,
24-02-2023 22:00,209.25,59,48.5,0.3,142,
24-02-2023 23:00,236.25,69.5,53.75,0.3,139,
25-02-2023 00:00,216.5,66.25,56.75,0.3,134.75,
25-02-2023 01:00,208.5,69,61.5,0.3,128,
25-02-2023 02:00,175.25,64,66.5,0.3,128,
25-02-2023 03:00,162.75,60.25,69.25,0.3,128.5,
25-02-2023 04:00,152.25,60.75,68,0.4,181.5,
25-02-2023 05:00,103,40.5,66.75,0.3,196.25,
25-02-2023 06:00,107.5,39.75,67.25,0.3,199.5,
25-02-2023 07:00,155.5,55.25,63.75,0.3,195.5,
25-02-2023 08:00,199,65,41.25,0.3,251.25,
25-02-2023 09:00,172,51.5,27.25,0.4,229.25,
25-02-2023 10:00,131.75,37,21.75,0.5,172.75,
25-02-2023 11:00,86.75,32.25,19.75,0.8,183.25,
25-02-2023 12:00,65.5,24.25,18.25,0.95,201.75,
25-02-2023 13:00,50,18.25,18.25,1.17,248.75,
25-02-2023 14:00,52.25,22.25,21,1.4,232.75,
25-02-2023 15:00,48.75,14.5,23.75,1.63,254.5,
25-02-2023 16:00,46.5,16,24.25,1.57,217.25,
25-02-2023 17:00,51.25,15.75,25.75,1.5,135.75,
25-02-2023 18:00,56,18.5,29.25,0.52,91.25,
25-02-2023 19:00,82.25,31.75,36,0.3,96.25,
25-02-2023 20:00,133.75,43,41,0.3,107.75,
25-02-2023 21:00,171.5,54.75,47.25,0.3,92.5,
25-02-2023 22:00,212.75,64.25,53.25,0.3,88,
25-02-2023 23:00,233.25,70.5,58,0.3,88,
26-02-2023 00:00,240,80,58,0.3,101.67,
26-02-2023 01:00,253,84.25,58.75,0.3,197.25,
26-02-2023 02:00,238,80.5,60,0.3,182.5,
26-02-2023 03:00,214,77.25,55.5,0.3,177.75,
26-02-2023 04:00,132.75,52.25,60.75,0.3,213,
26-02-2023 05:00,108.75,47,62.75,0.3,215.75,
26-02-2023 06:00,116.75,47.25,58.25,0.3,211.25,
26-02-2023 07:00,106,46,49,0.3,242.25,
26-02-2023 08:00,104.25,38.5,33,0.42,178.5,
26-02-2023 09:00,102,32.25,30.25,0.9,112.5,
26-02-2023 10:00,76.25,24.5,27,0.8,134.5,
26-02-2023 11:00,51.25,16.25,23.75,0.9,119.75,
26-02-2023 12:00,46.25,14.25,20.5,0.85,158.5,
26-02-2023 13:00,45,15,16.25,1.03,198.75,
26-02-2023 14:00,37.5,14.75,16.25,1.5,239,
26-02-2023 15:00,33,14.25,17.25,1.1,243.5,
26-02-2023 16:00,34.75,15,18,0.82,226.25,
26-02-2023 17:00,39.5,15,20.5,0.72,240.25,
26-02-2023 18:00,44,17.25,26.5,1,78.25,
26-02-2023 19:00,65.5,25.5,30,0.38,111.25,
26-02-2023 20:00,90.25,32.75,37,0.3,110.25,
26-02-2023 21:00,139.5,44.75,43.25,0.3,102.25,
26-02-2023 22:00,167.5,57.75,47.75,0.3,120.5,
26-02-2023 23:00,186.75,60.5,49.25,0.3,133,
27-02-2023 00:00,158.25,53,51,0.3,108.75,
27-02-2023 01:00,123.25,50.25,51.75,0.3,105.5,
27-02-2023 02:00,107.25,42,52.5,0.33,172.75,
27-02-2023 03:00,110.75,43.5,58.75,0.3,165.75,
27-02-2023 04:00,104,44,61,0.3,140.25,
27-02-2023 05:00,84,32.5,53,0.4,105,
27-02-2023 06:00,82,34.25,54.25,0.3,164.75,
27-02-2023 07:00,116,41.25,52.5,0.3,180.5,
27-02-2023 08:00,165,54.25,35.5,0.38,72,
27-02-2023 09:00,106.25,35,29.5,0.77,108,
27-02-2023 10:00,79,27.25,29.25,1.58,112.75,
27-02-2023 11:00,62.75,22.75,25,1.4,123.5,
27-02-2023 12:00,51,21.75,20.25,1.38,96.75,
27-02-2023 13:00,50.5,15.75,19,1.12,150.25,
27-02-2023 14:00,45,26.5,17.5,1.38,198,
27-02-2023 15:00,54.75,23.25,17.75,0.95,228,
27-02-2023 16:00,40.25,19.5,18.5,0.9,215.75,
27-02-2023 17:00,44.75,22.5,19.75,0.75,231.75,
27-02-2023 18:00,54,20.25,27.25,0.8,141.5,
27-02-2023 19:00,80.75,29.25,30.25,0.38,102,
27-02-2023 20:00,106.25,39,32.75,0.35,137,
27-02-2023 21:00,132.75,46.5,34,0.38,106.75,
27-02-2023 22:00,131.25,40.25,36.5,0.53,100.5,
27-02-2023 23:00,108.5,34.75,37.75,0.33,98.75,
28-02-2023 00:00,94.5,32,34.75,0.55,86.75,
28-02-2023 01:00,68.5,24.5,38,0.38,106.25,
28-02-2023 02:00,49.25,20.5,39.75,0.43,88.5,
28-02-2023 03:00,47.25,21,38.75,0.57,99.5,
28-02-2023 04:00,39.5,18,40,0.55,121.75,
28-02-2023 05:00,43.5,19,44.5,0.3,130.25,
28-02-2023 06:00,53,21.75,46.25,0.3,136.25,
28-02-2023 07:00,66,23,43.25,0.55,147,
28-02-2023 08:00,86.25,28.25,36.5,0.95,125,
28-02-2023 09:00,87,27.25,30.75,1.5,157.25,
28-02-2023 10:00,91.25,33.25,28,2,156.75,
28-02-2023 11:00,74,40.5,24.75,1.12,185.75,
28-02-2023 12:00,66,36.75,20,1.48,179,
28-02-2023 13:00,66,22.5,18,1.47,181.25,
28-02-2023 14:00,55.25,27.25,17.5,1.28,168.75,
28-02-2023 15:00,51,26.75,18,1.25,223.25,
28-02-2023 16:00,54.25,23.75,18.75,1.05,214.5,
28-02-2023 17:00,57.5,25.75,19.75,0.95,252.75,
28-02-2023 18:00,71.25,27.75,24.5,0.43,245,
28-02-2023 19:00,108.75,41,30.25,0.3,202,
28-02-2023 20:00,179,61.25,33.5,0.3,162.25,
28-02-2023 21:00,232,78.5,39.75,0.3,165,
28-02-2023 22:00,250.75,79,43.5,0.3,111.75,
28-02-2023 23:00,208,67,46.67,0.33,243.67,
01-03-2023 00:00,234,78,45.25,0.3,219.75,
01-03-2023 01:00,170.25,62.25,44.75,0.32,241.5,
01-03-2023 02:00,149.5,57,44,0.35,134.5,
01-03-2023 03:00,118.25,46.25,47.5,0.3,127.25,
01-03-2023 04:00,113.75,41.75,51.25,0.3,211,
01-03-2023 05:00,131,47.5,54.75,0.3,211,
01-03-2023 06:00,142.25,54.5,53,0.3,150.5,
01-03-2023 07:00,130.75,47.75,48.25,0.5,174.25,
01-03-2023 08:00,153.75,56.75,40,0.48,177,
01-03-2023 09:00,141.25,48.75,31,0.4,220.25,
01-03-2023 10:00,126.5,49.25,23,0.5,228.25,
01-03-2023 11:00,102,58,19.75,0.6,220.5,
01-03-2023 12:00,81.75,41.75,19,0.78,204,
01-03-2023 13:00,64.25,29.5,19.25,0.82,214,
01-03-2023 14:00,59,30,20,0.95,235.5,
01-03-2023 15:00,64,27.25,22.75,1.53,86.5,
01-03-2023 16:00,78.25,29.25,24.25,1.57,73.25,
01-03-2023 17:00,75.75,36,26.25,1.08,107.75,
01-03-2023 18:00,81,44.5,29.75,0.4,66.5,
01-03-2023 19:00,109.75,44.5,35,0.3,49.5,
01-03-2023 20:00,191,63.75,41,0.3,104.5,
01-03-2023 21:00,357.25,116.75,44.25,0.32,187,
01-03-2023 22:00,369.25,128,44.5,0.35,201.5,
01-03-2023 23:00,231.25,82.5,47,0.65,136.25,
02-03-2023 00:00,207.25,76,47.25,0.3,181.75,
02-03-2023 01:00,140.75,60,50.25,0.3,124,
02-03-2023 02:00,129,53.75,50.75,0.3,44.75,
02-03-2023 03:00,106.25,45.25,52.5,0.3,157.25,
02-03-2023 04:00,110.25,48.25,49.75,0.3,260,
02-03-2023 05:00,108.25,46,50.5,0.3,137,
02-03-2023 06:00,98.25,45.25,50.25,0.35,126,
02-03-2023 07:00,99.25,43.5,52.25,0.3,159.25,
02-03-2023 08:00,122,45.75,48.25,0.75,102,
02-03-2023 09:00,126.5,50.25,40,0.6,99,
02-03-2023 10:00,102,59.25,35.25,1.1,115,
02-03-2023 11:00,87.5,57.5,26.75,0.93,104.75,
02-03-2023 12:00,59,31,22.75,1.35,120.75,
02-03-2023 13:00,50.75,27.75,20.5,1.1,167.5,
02-03-2023 14:00,53.5,27,19.75,0.7,200.25,
02-03-2023 15:00,57,29.25,21.25,1.07,227.5,
02-03-2023 16:00,65,36.25,22,1.17,196.5,
02-03-2023 17:00,74.25,35.75,24.75,0.92,163.5,
02-03-2023 18:00,94.5,37.25,29,0.4,168,
02-03-2023 19:00,128.5,54.5,34,0.3,47.5,
02-03-2023 20:00,131.5,56.75,35,0.3,108.25,
02-03-2023 21:00,118.25,50,39.25,0.3,83,
02-03-2023 22:00,137.75,57.5,44.5,0.3,155.25,
02-03-2023 23:00,199.25,80,49,0.3,94,
03-03-2023 00:00,196,77,50,0.3,93.25,
03-03-2023 01:00,128.75,62.25,49,0.38,158.75,
03-03-2023 02:00,104,46.75,53.25,0.3,248.5,
03-03-2023 03:00,118.75,51.25,56.25,0.3,245,
03-03-2023 04:00,104,47,53.5,0.33,184.75,
03-03-2023 05:00,89.75,41.25,53.5,0.3,121,
03-03-2023 06:00,94.25,43.25,57.75,0.3,168.25,
03-03-2023 07:00,109,50.5,57.25,0.3,133.25,
03-03-2023 08:00,133.75,59.25,47.25,0.62,126.5,
03-03-2023 09:00,124.5,51.5,40,1.12,122,
03-03-2023 10:00,86,42.25,34,1.48,118.25,
03-03-2023 11:00,71.25,38.5,29.25,1.65,120.25,
03-03-2023 12:00,60.5,39.25,26.75,1.6,125.25,
03-03-2023 13:00,52.25,27.25,22.5,1.42,96.75,
03-03-2023 14:00,47.75,24.5,21,1.1,109,
03-03-2023 15:00,42,22.5,20.75,1.23,102.75,
03-03-2023 16:00,44.75,22.5,22.75,0.92,109.5,
03-03-2023 17:00,48.25,30.25,25.5,0.6,120,
03-03-2023 18:00,68.5,40.25,29,0.4,79.5,
03-03-2023 19:00,110.5,49.5,33.75,0.3,93.75,
03-03-2023 20:00,166.75,72.5,40.25,0.3,83,
03-03-2023 21:00,163.75,68.25,45,0.3,114.5,
03-03-2023 22:00,166.25,74.5,44.75,0.32,107.25,
03-03-2023 23:00,124.5,58.75,40.25,0.35,130.75,
04-03-2023 00:00,77.75,41,45.5,0.3,127,
04-03-2023 01:00,83.75,37.25,47.5,0.3,150,
04-03-2023 02:00,102,44.25,48.25,0.3,169,
04-03-2023 03:00,90.5,43.25,46.25,0.3,164,
04-03-2023 04:00,69.5,36,44.5,0.3,163.5,
04-03-2023 05:00,56,29.5,46.25,0.3,112.75,
04-03-2023 06:00,61.75,29,51.5,0.32,189.5,
04-03-2023 07:00,78.25,34,45,0.48,108.75,
04-03-2023 08:00,75.25,38.75,37,1.18,134,
04-03-2023 09:00,70.25,34.25,32.5,0.8,114.75,
04-03-2023 10:00,66,32,32.25,1.75,137.75,
04-03-2023 11:00,77.75,33,30.75,1.48,161.5,
04-03-2023 12:00,72.75,35,28.25,1.1,173,
04-03-2023 13:00,57.25,30.25,24.75,1.25,168.5,
04-03-2023 14:00,49,26.25,24,0.75,145,
04-03-2023 15:00,56.25,29.75,24.75,0.9,213.5,
04-03-2023 16:00,82.5,33,37.75,0.5,150.25,
04-03-2023 17:00,92.25,43.25,31.25,0.55,141,
04-03-2023 18:00,92,42.75,35,0.33,123.25,
04-03-2023 19:00,133.5,58.5,40,0.38,181.5,
04-03-2023 20:00,155.75,63.25,40.25,1.08,109.5,
04-03-2023 21:00,128,56,42.25,1.55,77.75,
04-03-2023 22:00,70.25,32.75,47.5,1.7,94.5,
04-03-2023 23:00,56.75,32.75,50.25,1.8,95.75,
05-03-2023 00:00,49,26.75,49.25,0.97,89,
05-03-2023 01:00,44.5,28.25,49.25,1.58,112,
05-03-2023 02:00,40.75,26.25,50.75,0.95,146.5,
05-03-2023 03:00,42.5,24,53.75,1.73,119.25,
05-03-2023 04:00,41.25,16.5,58.5,1.75,94,
05-03-2023 05:00,41.25,22.5,59,1.6,93.75,
05-03-2023 06:00,37.25,25,58.25,1.55,103.25,
05-03-2023 07:00,34.25,19.75,58.75,1.15,85.25,
05-03-2023 08:00,42,21.75,56.75,1.65,80.25,
05-03-2023 09:00,43.75,21.25,60,2.12,98.75,
05-03-2023 10:00,37.75,19.5,50.5,2.07,83.75,
05-03-2023 11:00,32.25,12.5,46.75,2.18,84.25,
05-03-2023 12:00,34.75,16,44.5,1.93,104.25,
05-03-2023 13:00,31,22.25,42.5,1.9,105.25,
05-03-2023 14:00,32,22.5,41.25,1.65,112.25,
05-03-2023 15:00,34.25,20.5,40,1.5,122.25,
